tool	source_genome	category	label	source_genome_length	n_fragments	TP	FP	TN	FN	precision	recall	specificity	FPR	F1	MCC	AUPRC
Seeker	NZ_CP039267.1	negative_control	bacterial	16343	10	0	7	3	0	0.0	0.0	0.3	0.7	0.0	0.0	0.0
Seeker	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	747	132	0	0.0	0.0	0.1502	0.8498	0.0	0.0	0.0
Seeker	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	392	572	0	0.0	0.0	0.5934	0.4066	0.0	0.0	0.0
MetaPhinder	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	23	0	0	3	1.0	0.8846	NA	NA	0.9388	0.0	1.0
MetaPhinder	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	6	0	0	21	1.0	0.2222	NA	NA	0.3636	0.0	1.0
MetaPhinder	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	16	0	0	11	1.0	0.5926	NA	NA	0.7442	0.0	1.0
MetaPhinder	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	9	0	0	23	1.0	0.2812	NA	NA	0.439	0.0	1.0
MetaPhinder	MW387018.1	gardnerella_phage	viral	50268	33	17	0	0	16	1.0	0.5152	NA	NA	0.68	0.0	1.0
MetaPhinder	NC_001357.1	hpv	viral	7857	5	2	0	0	3	1.0	0.4	NA	NA	0.5714	0.0	1.0
MetaPhinder	NC_001443.1	hpv	viral	7824	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
MetaPhinder	NC_001526.4	hpv	viral	7906	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
MetaPhinder	NC_001592.1	hpv	viral	7942	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
MetaPhinder	NC_001798.2	herpesvirus	viral	154675	103	26	0	0	77	1.0	0.2524	NA	NA	0.4031	0.0	1.0
MetaPhinder	NC_001806.2	herpesvirus	viral	152222	101	24	0	0	77	1.0	0.2376	NA	NA	0.384	0.0	1.0
MetaPhinder	NC_002076.2	anellovirus	viral	3852	2	0	0	0	2	0.0	0.0	NA	NA	0.0	0.0	NA
MetaPhinder	NC_007924.1	lactobacillus_phage	viral	38239	25	25	0	0	0	1.0	1.0	NA	NA	1.0	0.0	NA
MetaPhinder	NC_011801.1	lactobacillus_phage	viral	38934	25	25	0	0	0	1.0	1.0	NA	NA	1.0	0.0	NA
MetaPhinder	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	1	11	0	0.0	0.0	0.9167	0.0833	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	4	63	0	0.0	0.0	0.9403	0.0597	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	2	4	0	0.0	0.0	0.6667	0.3333	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	4	19	0	0.0	0.0	0.8261	0.1739	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	16	82	0	0.0	0.0	0.8367	0.1633	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	20	79	0	0.0	0.0	0.798	0.202	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	6	13	0	0.0	0.0	0.6842	0.3158	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	1	23	0	0.0	0.0	0.9583	0.0417	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	0	4	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	2	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	1	13	0	0.0	0.0	0.9286	0.0714	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	7	21	0	0.0	0.0	0.75	0.25	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	2	5	0	0.0	0.0	0.7143	0.2857	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	5	48	0	0.0	0.0	0.9057	0.0943	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	7	40	0	0.0	0.0	0.8511	0.1489	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	5	28	0	0.0	0.0	0.8485	0.1515	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	8	61	0	0.0	0.0	0.8841	0.1159	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	12	70	0	0.0	0.0	0.8537	0.1463	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	9	45	0	0.0	0.0	0.8333	0.1667	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	2	34	0	0.0	0.0	0.9444	0.0556	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	9	16	0	0.0	0.0	0.64	0.36	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	8	56	0	0.0	0.0	0.875	0.125	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	11	70	0	0.0	0.0	0.8642	0.1358	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
MetaPhinder	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	3	12	0	0.0	0.0	0.8	0.2	0.0	0.0	0.0
MetaPhinder	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	16	60	0	0.0	0.0	0.7895	0.2105	0.0	0.0	0.0
MetaPhinder	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	252	859	0	0.0	0.0	0.7732	0.2268	0.0	0.0	0.0
MetaPhinder	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	603	283	0	0.0	0.0	0.3194	0.6806	0.0	0.0	0.0
MetaPhinder	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	416	932	0	0.0	0.0	0.6914	0.3086	0.0	0.0	0.0
MetaPhinder	NZ_CP039267.1	negative_control	bacterial	16343	10	0	4	6	0	0.0	0.0	0.6	0.4	0.0	0.0	0.0
MetaPhinder	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	396	483	0	0.0	0.0	0.5495	0.4505	0.0	0.0	0.0
MetaPhinder	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	155	809	0	0.0	0.0	0.8392	0.1608	0.0	0.0	0.0
Sourmash	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	0	0	0	26	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	0	0	0	27	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	0	0	0	27	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	0	0	0	32	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	MW387018.1	gardnerella_phage	viral	50268	33	0	0	0	33	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NC_001357.1	hpv	viral	7857	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NC_001443.1	hpv	viral	7824	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NC_001526.4	hpv	viral	7906	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NC_001592.1	hpv	viral	7942	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NC_001798.2	herpesvirus	viral	154675	103	0	0	0	103	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NC_001806.2	herpesvirus	viral	152222	101	0	0	0	101	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NC_002076.2	anellovirus	viral	3852	2	0	0	0	2	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NC_007924.1	lactobacillus_phage	viral	38239	25	0	0	0	25	0.0	0.0	NA	NA	0.0	0.0	1.0
Sourmash	NC_011801.1	lactobacillus_phage	viral	38934	25	0	0	0	25	0.0	0.0	NA	NA	0.0	0.0	NA
Sourmash	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	0	12	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	0	67	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	0	6	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	0	23	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	0	98	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	0	99	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	0	19	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	0	24	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	0	4	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	0	14	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	0	53	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	0	47	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	0	33	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	0	69	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	0	82	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	0	54	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	0	36	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	0	25	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	0	64	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	0	81	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	0	15	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	0	76	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	0	1111	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	0	886	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	0	1348	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_CP039267.1	negative_control	bacterial	16343	10	0	0	10	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	0	879	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Sourmash	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	0	964	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	7	0	0	19	1.0	0.2692	NA	NA	0.4242	0.0	1.0
geNomad	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	8	0	0	19	1.0	0.2963	NA	NA	0.4571	0.0	1.0
geNomad	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	9	0	0	18	1.0	0.3333	NA	NA	0.5	0.0	1.0
geNomad	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	10	0	0	22	1.0	0.3125	NA	NA	0.4762	0.0	1.0
geNomad	MW387018.1	gardnerella_phage	viral	50268	33	10	0	0	23	1.0	0.303	NA	NA	0.4651	0.0	1.0
geNomad	NC_001357.1	hpv	viral	7857	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
geNomad	NC_001443.1	hpv	viral	7824	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
geNomad	NC_001526.4	hpv	viral	7906	5	4	0	0	1	1.0	0.8	NA	NA	0.8889	0.0	1.0
geNomad	NC_001592.1	hpv	viral	7942	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
geNomad	NC_001798.2	herpesvirus	viral	154675	103	63	0	0	40	1.0	0.6117	NA	NA	0.759	0.0	1.0
geNomad	NC_001806.2	herpesvirus	viral	152222	101	59	0	0	42	1.0	0.5842	NA	NA	0.7375	0.0	1.0
geNomad	NC_002076.2	anellovirus	viral	3852	2	2	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
geNomad	NC_007924.1	lactobacillus_phage	viral	38239	25	14	0	0	11	1.0	0.56	NA	NA	0.7179	0.0	1.0
geNomad	NC_011801.1	lactobacillus_phage	viral	38934	25	7	0	0	18	1.0	0.28	NA	NA	0.4375	0.0	1.0
geNomad	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	0	12	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	0	67	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	0	6	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	0	23	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	0	98	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	0	99	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	0	19	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	0	24	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	0	4	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	0	14	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	0	53	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	0	47	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	0	33	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	0	69	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	1	81	0	0.0	0.0	0.9878	0.0122	0.0	0.0	0.0
geNomad	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	0	54	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	0	36	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	0	25	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	1	63	0	0.0	0.0	0.9844	0.0156	0.0	0.0	0.0
geNomad	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	1	80	0	0.0	0.0	0.9877	0.0123	0.0	0.0	0.0
geNomad	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	0	15	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	0	76	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	0	1111	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	9	877	0	0.0	0.0	0.9898	0.0102	0.0	0.0	0.0
geNomad	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	9	1339	0	0.0	0.0	0.9933	0.0067	0.0	0.0	0.0
geNomad	NZ_CP039267.1	negative_control	bacterial	16343	10	0	0	10	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
geNomad	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	1	878	0	0.0	0.0	0.9989	0.0011	0.0	0.0	0.0
geNomad	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	2	962	0	0.0	0.0	0.9979	0.0021	0.0	0.0	0.0
HVSeeker	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	26	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
HVSeeker	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	20	0	0	7	1.0	0.7407	NA	NA	0.8511	0.0	1.0
HVSeeker	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	27	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
HVSeeker	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	12	0	0	20	1.0	0.375	NA	NA	0.5455	0.0	1.0
HVSeeker	MW387018.1	gardnerella_phage	viral	50268	33	25	0	0	8	1.0	0.7576	NA	NA	0.8621	0.0	1.0
HVSeeker	NC_001357.1	hpv	viral	7857	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
HVSeeker	NC_001443.1	hpv	viral	7824	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
HVSeeker	NC_001526.4	hpv	viral	7906	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
HVSeeker	NC_001592.1	hpv	viral	7942	5	3	0	0	2	1.0	0.6	NA	NA	0.75	0.0	1.0
HVSeeker	NC_001798.2	herpesvirus	viral	154675	103	20	0	0	83	1.0	0.1942	NA	NA	0.3252	0.0	1.0
HVSeeker	NC_001806.2	herpesvirus	viral	152222	101	31	0	0	70	1.0	0.3069	NA	NA	0.4697	0.0	1.0
HVSeeker	NC_002076.2	anellovirus	viral	3852	2	2	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
HVSeeker	NC_007924.1	lactobacillus_phage	viral	38239	25	23	0	0	2	1.0	0.92	NA	NA	0.9583	0.0	1.0
HVSeeker	NC_011801.1	lactobacillus_phage	viral	38934	25	25	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
HVSeeker	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
HVSeeker	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
HVSeeker	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	0	12	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	4	63	0	0.0	0.0	0.9403	0.0597	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	0	6	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	3	20	0	0.0	0.0	0.8696	0.1304	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	5	93	0	0.0	0.0	0.949	0.051	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	16	83	0	0.0	0.0	0.8384	0.1616	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	0	19	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
HVSeeker	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	1	23	0	0.0	0.0	0.9583	0.0417	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	1	3	0	0.0	0.0	0.75	0.25	0.0	0.0	0.0
