contig_id	label	source_genome	source_category	pident	query_coverage	length
NODE_74_length_11460_cov_132.381622	bacterial	NZ_CP039266.1	negative_control	99.3	98.2	11460
NODE_750_length_1627_cov_2.148387	background	-	-	-	-	1627
NODE_751_length_1626_cov_3.766301	background	-	-	-	-	1626
NODE_752_length_1626_cov_2.790187	background	-	-	-	-	1626
NODE_753_length_1625_cov_2.942506	background	-	-	-	-	1625
NODE_754_length_1625_cov_2.193798	background	-	-	-	-	1625
NODE_755_length_1622_cov_16.447896	background	-	-	-	-	1622
NODE_756_length_1622_cov_3.055663	background	-	-	-	-	1622
NODE_757_length_1622_cov_1.855016	bacterial	NZ_CP049230.1	negative_control	99.8	100.0	1622
NODE_758_length_1620_cov_2.405055	background	-	-	-	-	1620
NODE_759_length_1617_cov_2.563636	background	-	-	-	-	1617
NODE_75_length_11236_cov_135.853481	bacterial	NZ_CP039266.1	negative_control	99.6	98.7	11236
NODE_760_length_1617_cov_2.254545	bacterial	NZ_CP049230.1	negative_control	100.0	100.0	1617
NODE_761_length_1613_cov_2.712891	viral	NC_001806.2	herpesvirus	100.0	100.0	1613
NODE_762_length_1612_cov_1.824756	background	-	-	-	-	1612
NODE_763_length_1609_cov_2.608355	background	-	-	-	-	1609
NODE_764_length_1608_cov_3.415415	background	-	-	-	-	1608
NODE_765_length_1607_cov_2.851634	bacterial	NZ_CP049230.1	negative_control	99.2	100.0	1607
NODE_766_length_1607_cov_2.466667	background	-	-	-	-	1607
NODE_767_length_1606_cov_1.731197	background	-	-	-	-	1606
NODE_768_length_1605_cov_2.197644	background	-	-	-	-	1605
NODE_769_length_1604_cov_2.538310	bacterial	NZ_CP049230.1	negative_control	99.6	97.9	1604
NODE_76_length_10803_cov_115.127354	bacterial	NZ_CP039266.1	negative_control	99.3	93.7	10803
NODE_770_length_1604_cov_2.083824	background	-	-	-	-	1604
NODE_771_length_1603_cov_250.361075	background	-	-	-	-	1603
NODE_772_length_1601_cov_2.778215	background	-	-	-	-	1601
NODE_773_length_1600_cov_2.579120	background	-	-	-	-	1600
NODE_774_length_1595_cov_2.727931	bacterial	NZ_CP049230.1	negative_control	99.2	100.0	1595
NODE_775_length_1595_cov_1.891963	bacterial	NZ_CP049230.1	negative_control	95.9	100.0	1595
NODE_776_length_1594_cov_866.649967	background	-	-	-	-	1594
NODE_777_length_1593_cov_7.833773	background	-	-	-	-	1593
NODE_778_length_1592_cov_2.920132	bacterial	NZ_CP049230.1	negative_control	99.3	100.0	1592
NODE_779_length_1592_cov_2.277228	bacterial	NZ_CP049230.1	negative_control	98.6	99.9	1592
NODE_77_length_10540_cov_139.776641	background	-	-	-	-	10540
NODE_780_length_1592_cov_1.735314	background	-	-	-	-	1592
NODE_781_length_1590_cov_2.738929	background	-	-	-	-	1590
NODE_782_length_1589_cov_7.267196	background	-	-	-	-	1589
NODE_783_length_1589_cov_2.224206	background	-	-	-	-	1589
NODE_784_length_1588_cov_1550.324289	background	-	-	-	-	1588
NODE_785_length_1588_cov_2.681006	background	-	-	-	-	1588
NODE_786_length_1585_cov_2.702255	viral	NC_001806.2	herpesvirus	99.9	98.9	1585
NODE_787_length_1582_cov_2.796013	background	-	-	-	-	1582
NODE_788_length_1579_cov_1.870173	bacterial	NZ_CP049230.1	negative_control	97.6	100.0	1579
NODE_789_length_1578_cov_1.570953	bacterial	NZ_CP049230.1	negative_control	98.7	99.2	1578
NODE_78_length_10417_cov_201.286557	background	-	-	-	-	10417
NODE_790_length_1577_cov_2.368000	bacterial	NZ_CP049230.1	negative_control	98.4	100.0	1577
NODE_791_length_1576_cov_2.468312	background	-	-	-	-	1576
NODE_792_length_1576_cov_2.167445	background	-	-	-	-	1576
NODE_793_length_1575_cov_2.237650	background	-	-	-	-	1575
NODE_794_length_1574_cov_2.863727	bacterial	NZ_CP049230.1	negative_control	99.0	100.0	1574
NODE_795_length_1574_cov_2.320641	background	-	-	-	-	1574
NODE_796_length_1574_cov_1.927856	bacterial	NZ_CP049230.1	negative_control	98.1	98.5	1574
NODE_797_length_1572_cov_2.218060	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	1572
NODE_798_length_1570_cov_2.436705	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	1570
NODE_799_length_1570_cov_1.555928	bacterial	NZ_CP049230.1	negative_control	98.2	97.7	1570
NODE_79_length_10159_cov_2.739536	viral	MW387018.1	gardnerella_phage	100.0	100.0	10159
NODE_7_length_50587_cov_159.933855	background	-	-	-	-	50587
NODE_800_length_1566_cov_2.599731	background	-	-	-	-	1566
NODE_801_length_1565_cov_2.264113	bacterial	NZ_CP049230.1	negative_control	99.7	98.4	1565
NODE_802_length_1564_cov_2.737054	background	-	-	-	-	1564
NODE_803_length_1564_cov_2.051110	background	-	-	-	-	1564
NODE_804_length_1559_cov_2.696356	background	-	-	-	-	1559
NODE_805_length_1558_cov_2.503038	background	-	-	-	-	1558
NODE_806_length_1558_cov_2.292370	background	-	-	-	-	1558
NODE_807_length_1557_cov_2.400000	background	-	-	-	-	1557
NODE_808_length_1554_cov_2.943805	background	-	-	-	-	1554
NODE_809_length_1551_cov_1.843962	bacterial	NZ_CP049230.1	negative_control	98.6	100.0	1551
NODE_80_length_10103_cov_2.405047	viral	NC_011801.1	lactobacillus_phage	96.7	100.0	10103
NODE_810_length_1546_cov_2.112321	bacterial	NZ_CP049230.1	negative_control	98.5	100.0	1546
NODE_811_length_1544_cov_2.572597	background	-	-	-	-	1544
NODE_812_length_1543_cov_2.221010	background	-	-	-	-	1543
NODE_813_length_1542_cov_1.818430	background	-	-	-	-	1542
NODE_814_length_1538_cov_2.014374	background	-	-	-	-	1538
NODE_815_length_1537_cov_2.214384	background	-	-	-	-	1537
NODE_816_length_1535_cov_2.365569	background	-	-	-	-	1535
NODE_817_length_1535_cov_1.740055	bacterial	NZ_CP049230.1	negative_control	99.6	100.0	1535
NODE_818_length_1534_cov_2.216884	background	-	-	-	-	1534
NODE_819_length_1530_cov_2.761184	background	-	-	-	-	1530
NODE_81_length_9923_cov_126.147166	background	-	-	-	-	9923
NODE_820_length_1530_cov_2.365451	background	-	-	-	-	1530
NODE_821_length_1526_cov_145.122843	bacterial	NZ_CP039266.1	negative_control	99.8	95.3	1526
NODE_822_length_1526_cov_1.456867	bacterial	NZ_CP049230.1	negative_control	98.8	100.0	1526
NODE_823_length_1520_cov_1.799723	background	-	-	-	-	1520
NODE_824_length_1517_cov_1.981250	background	-	-	-	-	1517
NODE_825_length_1515_cov_2.058414	background	-	-	-	-	1515
NODE_826_length_1514_cov_3.277662	background	-	-	-	-	1514
NODE_827_length_1513_cov_177.155292	bacterial	NZ_CP039266.1	negative_control	99.9	94.0	1513
NODE_828_length_1511_cov_2.576709	bacterial	NZ_CP049230.1	negative_control	99.4	96.5	1511
NODE_829_length_1509_cov_2.660615	background	-	-	-	-	1509
NODE_82_length_9829_cov_2.674016	viral	NC_001798.2	herpesvirus	100.0	100.0	9829
NODE_830_length_1505_cov_3.420168	background	-	-	-	-	1505
NODE_831_length_1505_cov_1.788515	background	-	-	-	-	1505
NODE_832_length_1504_cov_2.852137	viral	NC_001798.2	herpesvirus	100.0	100.0	1504
NODE_833_length_1502_cov_2.336842	bacterial	NZ_CP049230.1	negative_control	97.9	100.0	1502
NODE_834_length_1501_cov_2.759831	background	-	-	-	-	1501
NODE_835_length_1500_cov_2.720309	bacterial	NZ_CP049230.1	negative_control	99.4	99.3	1500
NODE_836_length_1500_cov_2.535488	background	-	-	-	-	1500
NODE_837_length_1500_cov_2.414617	background	-	-	-	-	1500
NODE_83_length_9799_cov_159.604917	background	-	-	-	-	9799
NODE_84_length_9776_cov_169.936385	bacterial	NZ_CP039266.1	negative_control	99.1	98.4	9776
NODE_85_length_9693_cov_2.895799	viral	NC_007924.1	lactobacillus_phage	100.0	100.0	9693
NODE_86_length_9572_cov_187.506793	background	-	-	-	-	9572
NODE_87_length_9527_cov_2.800952	viral	IMGVR_UViG_3300045988_117760	megasphaera_phage	100.0	100.0	9527
NODE_88_length_9449_cov_147.011524	bacterial	NZ_CP039266.1	negative_control	99.6	87.9	9449
NODE_89_length_9358_cov_2.917143	viral	IMGVR_UViG_2636415511_000001	sneathia_phage	100.0	100.0	9358
NODE_8_length_41855_cov_135.725454	background	-	-	-	-	41855
NODE_90_length_9108_cov_2.501384	viral	IMGVR_UViG_3300007272_000043	fannyhessea_phage	99.0	100.0	9108
NODE_91_length_8998_cov_161.731196	background	-	-	-	-	8998
NODE_92_length_8692_cov_135.061985	background	-	-	-	-	8692
NODE_93_length_8689_cov_2.588365	viral	NC_001806.2	herpesvirus	99.9	99.4	8689
NODE_94_length_8658_cov_572.255565	background	-	-	-	-	8658
NODE_95_length_8639_cov_166.901542	background	-	-	-	-	8639
NODE_96_length_8626_cov_142.313604	background	-	-	-	-	8626
NODE_97_length_8431_cov_107.985157	background	-	-	-	-	8431
NODE_98_length_8367_cov_114.155609	background	-	-	-	-	8367
NODE_99_length_8365_cov_155.160352	background	-	-	-	-	8365
NODE_9_length_39066_cov_176.972967	background	-	-	-	-	39066
